dedupe_key,symbol,strategy_family,strategy_label,parameter_hash,run_count_before_dedupe,kept_run_id,dropped_run_ids,has_conflict_duplicates
AMD::macd_crossover::macd-10-30-9::ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,AMD,macd_crossover,macd-10-30-9,ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,2,AMD-macd-10-30-9-20260412T075438-macd-10-30-9,['AMD-macd-10-30-9-20260412T074855-macd-10-30-9'],False
AMD::macd_crossover::macd-5-35-5::5cf7374800361e5fe1dd036e0afe65c9da0c4690,AMD,macd_crossover,macd-5-35-5,5cf7374800361e5fe1dd036e0afe65c9da0c4690,2,AMD-macd-5-35-5-20260412T075438-macd-5-35-5,['AMD-macd-5-35-5-20260412T074855-macd-5-35-5'],False
AMD::macd_crossover::macd-8-21-5::533530cf71e232d34ce704c3153f276e2cb4f8ec,AMD,macd_crossover,macd-8-21-5,533530cf71e232d34ce704c3153f276e2cb4f8ec,2,AMD-macd-8-21-5-20260412T075438-macd-8-21-5,['AMD-macd-8-21-5-20260412T074855-macd-8-21-5'],False
AMD::macd_crossover::macd-baseline::cc7f7d1c3dad2ebaf928756250404dc3b06d7200,AMD,macd_crossover,macd-baseline,cc7f7d1c3dad2ebaf928756250404dc3b06d7200,2,AMD-macd-baseline-20260412T075437-macd-baseline,['AMD-macd-baseline-20260412T074854-macd-baseline'],False
AMD::moving_average_crossover::ma-10-30::35be04e412c34f2580005e7e234e9d7b041634a8,AMD,moving_average_crossover,ma-10-30,35be04e412c34f2580005e7e234e9d7b041634a8,2,AMD-ma-10-30-20260412T075436-ma-10-30,['AMD-ma-10-30-20260412T074853-ma-10-30'],False
AMD::moving_average_crossover::ma-3-15::69374c13bf7522591efb43b570e65bdd31da3add,AMD,moving_average_crossover,ma-3-15,69374c13bf7522591efb43b570e65bdd31da3add,2,AMD-ma-3-15-20260412T075435-ma-3-15,['AMD-ma-3-15-20260412T074852-ma-3-15'],False
AMD::moving_average_crossover::ma-8-21::68876fc46f1bc740ab36d47876747c7ba2407011,AMD,moving_average_crossover,ma-8-21,68876fc46f1bc740ab36d47876747c7ba2407011,2,AMD-ma-8-21-20260412T075435-ma-8-21,['AMD-ma-8-21-20260412T074852-ma-8-21'],False
AMD::moving_average_crossover::ma-baseline::33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,AMD,moving_average_crossover,ma-baseline,33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,2,AMD-ma-baseline-20260412T075434-ma-baseline,['AMD-ma-baseline-20260412T074852-ma-baseline'],False
AMD::rsi_threshold::rsi-14-35-65::85f9b6d3e41d73d152f44383b094863ca64d0c83,AMD,rsi_threshold,rsi-14-35-65,85f9b6d3e41d73d152f44383b094863ca64d0c83,2,AMD-rsi-14-35-65-20260412T075437-rsi-14-35-65,['AMD-rsi-14-35-65-20260412T074854-rsi-14-35-65'],False
AMD::rsi_threshold::rsi-21-30-70::4dbe4870cef1a5db9953fc5af2742bde5104a63c,AMD,rsi_threshold,rsi-21-30-70,4dbe4870cef1a5db9953fc5af2742bde5104a63c,2,AMD-rsi-21-30-70-20260412T075437-rsi-21-30-70,['AMD-rsi-21-30-70-20260412T074854-rsi-21-30-70'],False
AMD::rsi_threshold::rsi-6-25-75::314f044a3bf4b4a0fc0db67d15c755c2afdbef55,AMD,rsi_threshold,rsi-6-25-75,314f044a3bf4b4a0fc0db67d15c755c2afdbef55,2,AMD-rsi-6-25-75-20260412T075436-rsi-6-25-75,['AMD-rsi-6-25-75-20260412T074853-rsi-6-25-75'],False
AMD::rsi_threshold::rsi-baseline::f7c06f158ab2eb36975772ca7503b4e1d278befd,AMD,rsi_threshold,rsi-baseline,f7c06f158ab2eb36975772ca7503b4e1d278befd,2,AMD-rsi-baseline-20260412T075436-rsi-baseline,['AMD-rsi-baseline-20260412T074853-rsi-baseline'],False
APLD::macd_crossover::macd-10-30-9::ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,APLD,macd_crossover,macd-10-30-9,ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,2,APLD-macd-10-30-9-20260412T075437-macd-10-30-9,['APLD-macd-10-30-9-20260412T074854-macd-10-30-9'],False
APLD::macd_crossover::macd-5-35-5::5cf7374800361e5fe1dd036e0afe65c9da0c4690,APLD,macd_crossover,macd-5-35-5,5cf7374800361e5fe1dd036e0afe65c9da0c4690,2,APLD-macd-5-35-5-20260412T075437-macd-5-35-5,['APLD-macd-5-35-5-20260412T074854-macd-5-35-5'],False
APLD::macd_crossover::macd-8-21-5::533530cf71e232d34ce704c3153f276e2cb4f8ec,APLD,macd_crossover,macd-8-21-5,533530cf71e232d34ce704c3153f276e2cb4f8ec,2,APLD-macd-8-21-5-20260412T075436-macd-8-21-5,['APLD-macd-8-21-5-20260412T074854-macd-8-21-5'],False
APLD::macd_crossover::macd-baseline::cc7f7d1c3dad2ebaf928756250404dc3b06d7200,APLD,macd_crossover,macd-baseline,cc7f7d1c3dad2ebaf928756250404dc3b06d7200,2,APLD-macd-baseline-20260412T075436-macd-baseline,['APLD-macd-baseline-20260412T074853-macd-baseline'],False
APLD::moving_average_crossover::ma-10-30::35be04e412c34f2580005e7e234e9d7b041634a8,APLD,moving_average_crossover,ma-10-30,35be04e412c34f2580005e7e234e9d7b041634a8,2,APLD-ma-10-30-20260412T075435-ma-10-30,['APLD-ma-10-30-20260412T074852-ma-10-30'],False
APLD::moving_average_crossover::ma-3-15::69374c13bf7522591efb43b570e65bdd31da3add,APLD,moving_average_crossover,ma-3-15,69374c13bf7522591efb43b570e65bdd31da3add,2,APLD-ma-3-15-20260412T075435-ma-3-15,['APLD-ma-3-15-20260412T074852-ma-3-15'],False
APLD::moving_average_crossover::ma-8-21::68876fc46f1bc740ab36d47876747c7ba2407011,APLD,moving_average_crossover,ma-8-21,68876fc46f1bc740ab36d47876747c7ba2407011,2,APLD-ma-8-21-20260412T075435-ma-8-21,['APLD-ma-8-21-20260412T074852-ma-8-21'],False
APLD::moving_average_crossover::ma-baseline::33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,APLD,moving_average_crossover,ma-baseline,33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,2,APLD-ma-baseline-20260412T075434-ma-baseline,['APLD-ma-baseline-20260412T074852-ma-baseline'],False
APLD::rsi_threshold::rsi-14-35-65::85f9b6d3e41d73d152f44383b094863ca64d0c83,APLD,rsi_threshold,rsi-14-35-65,85f9b6d3e41d73d152f44383b094863ca64d0c83,2,APLD-rsi-14-35-65-20260412T075436-rsi-14-35-65,['APLD-rsi-14-35-65-20260412T074853-rsi-14-35-65'],False
APLD::rsi_threshold::rsi-21-30-70::4dbe4870cef1a5db9953fc5af2742bde5104a63c,APLD,rsi_threshold,rsi-21-30-70,4dbe4870cef1a5db9953fc5af2742bde5104a63c,2,APLD-rsi-21-30-70-20260412T075436-rsi-21-30-70,['APLD-rsi-21-30-70-20260412T074853-rsi-21-30-70'],False
APLD::rsi_threshold::rsi-6-25-75::314f044a3bf4b4a0fc0db67d15c755c2afdbef55,APLD,rsi_threshold,rsi-6-25-75,314f044a3bf4b4a0fc0db67d15c755c2afdbef55,2,APLD-rsi-6-25-75-20260412T075436-rsi-6-25-75,['APLD-rsi-6-25-75-20260412T074853-rsi-6-25-75'],False
APLD::rsi_threshold::rsi-baseline::f7c06f158ab2eb36975772ca7503b4e1d278befd,APLD,rsi_threshold,rsi-baseline,f7c06f158ab2eb36975772ca7503b4e1d278befd,2,APLD-rsi-baseline-20260412T075435-rsi-baseline,['APLD-rsi-baseline-20260412T074853-rsi-baseline'],False
APP::macd_crossover::macd-10-30-9::ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,APP,macd_crossover,macd-10-30-9,ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,2,APP-macd-10-30-9-20260412T075437-macd-10-30-9,['APP-macd-10-30-9-20260412T074854-macd-10-30-9'],False
APP::macd_crossover::macd-5-35-5::5cf7374800361e5fe1dd036e0afe65c9da0c4690,APP,macd_crossover,macd-5-35-5,5cf7374800361e5fe1dd036e0afe65c9da0c4690,2,APP-macd-5-35-5-20260412T075437-macd-5-35-5,['APP-macd-5-35-5-20260412T074854-macd-5-35-5'],False
APP::macd_crossover::macd-8-21-5::533530cf71e232d34ce704c3153f276e2cb4f8ec,APP,macd_crossover,macd-8-21-5,533530cf71e232d34ce704c3153f276e2cb4f8ec,2,APP-macd-8-21-5-20260412T075437-macd-8-21-5,['APP-macd-8-21-5-20260412T074854-macd-8-21-5'],False
APP::macd_crossover::macd-baseline::cc7f7d1c3dad2ebaf928756250404dc3b06d7200,APP,macd_crossover,macd-baseline,cc7f7d1c3dad2ebaf928756250404dc3b06d7200,2,APP-macd-baseline-20260412T075436-macd-baseline,['APP-macd-baseline-20260412T074853-macd-baseline'],False
APP::moving_average_crossover::ma-10-30::35be04e412c34f2580005e7e234e9d7b041634a8,APP,moving_average_crossover,ma-10-30,35be04e412c34f2580005e7e234e9d7b041634a8,2,APP-ma-10-30-20260412T075435-ma-10-30,['APP-ma-10-30-20260412T074852-ma-10-30'],False
APP::moving_average_crossover::ma-3-15::69374c13bf7522591efb43b570e65bdd31da3add,APP,moving_average_crossover,ma-3-15,69374c13bf7522591efb43b570e65bdd31da3add,2,APP-ma-3-15-20260412T075435-ma-3-15,['APP-ma-3-15-20260412T074852-ma-3-15'],False
APP::moving_average_crossover::ma-8-21::68876fc46f1bc740ab36d47876747c7ba2407011,APP,moving_average_crossover,ma-8-21,68876fc46f1bc740ab36d47876747c7ba2407011,2,APP-ma-8-21-20260412T075435-ma-8-21,['APP-ma-8-21-20260412T074852-ma-8-21'],False
APP::moving_average_crossover::ma-baseline::33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,APP,moving_average_crossover,ma-baseline,33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,2,APP-ma-baseline-20260412T075434-ma-baseline,['APP-ma-baseline-20260412T074852-ma-baseline'],False
APP::rsi_threshold::rsi-14-35-65::85f9b6d3e41d73d152f44383b094863ca64d0c83,APP,rsi_threshold,rsi-14-35-65,85f9b6d3e41d73d152f44383b094863ca64d0c83,2,APP-rsi-14-35-65-20260412T075436-rsi-14-35-65,['APP-rsi-14-35-65-20260412T074853-rsi-14-35-65'],False
APP::rsi_threshold::rsi-21-30-70::4dbe4870cef1a5db9953fc5af2742bde5104a63c,APP,rsi_threshold,rsi-21-30-70,4dbe4870cef1a5db9953fc5af2742bde5104a63c,2,APP-rsi-21-30-70-20260412T075436-rsi-21-30-70,['APP-rsi-21-30-70-20260412T074853-rsi-21-30-70'],False
APP::rsi_threshold::rsi-6-25-75::314f044a3bf4b4a0fc0db67d15c755c2afdbef55,APP,rsi_threshold,rsi-6-25-75,314f044a3bf4b4a0fc0db67d15c755c2afdbef55,2,APP-rsi-6-25-75-20260412T075436-rsi-6-25-75,['APP-rsi-6-25-75-20260412T074853-rsi-6-25-75'],False
APP::rsi_threshold::rsi-baseline::f7c06f158ab2eb36975772ca7503b4e1d278befd,APP,rsi_threshold,rsi-baseline,f7c06f158ab2eb36975772ca7503b4e1d278befd,2,APP-rsi-baseline-20260412T075435-rsi-baseline,['APP-rsi-baseline-20260412T074853-rsi-baseline'],False
AVAV::macd_crossover::macd-10-30-9::ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,AVAV,macd_crossover,macd-10-30-9,ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,2,AVAV-macd-10-30-9-20260412T075438-macd-10-30-9,['AVAV-macd-10-30-9-20260412T074855-macd-10-30-9'],False
AVAV::macd_crossover::macd-5-35-5::5cf7374800361e5fe1dd036e0afe65c9da0c4690,AVAV,macd_crossover,macd-5-35-5,5cf7374800361e5fe1dd036e0afe65c9da0c4690,2,AVAV-macd-5-35-5-20260412T075438-macd-5-35-5,['AVAV-macd-5-35-5-20260412T074855-macd-5-35-5'],False
AVAV::macd_crossover::macd-8-21-5::533530cf71e232d34ce704c3153f276e2cb4f8ec,AVAV,macd_crossover,macd-8-21-5,533530cf71e232d34ce704c3153f276e2cb4f8ec,2,AVAV-macd-8-21-5-20260412T075438-macd-8-21-5,['AVAV-macd-8-21-5-20260412T074855-macd-8-21-5'],False
AVAV::macd_crossover::macd-baseline::cc7f7d1c3dad2ebaf928756250404dc3b06d7200,AVAV,macd_crossover,macd-baseline,cc7f7d1c3dad2ebaf928756250404dc3b06d7200,2,AVAV-macd-baseline-20260412T075437-macd-baseline,['AVAV-macd-baseline-20260412T074854-macd-baseline'],False
AVAV::moving_average_crossover::ma-10-30::35be04e412c34f2580005e7e234e9d7b041634a8,AVAV,moving_average_crossover,ma-10-30,35be04e412c34f2580005e7e234e9d7b041634a8,2,AVAV-ma-10-30-20260412T075436-ma-10-30,['AVAV-ma-10-30-20260412T074853-ma-10-30'],False
AVAV::moving_average_crossover::ma-3-15::69374c13bf7522591efb43b570e65bdd31da3add,AVAV,moving_average_crossover,ma-3-15,69374c13bf7522591efb43b570e65bdd31da3add,2,AVAV-ma-3-15-20260412T075435-ma-3-15,['AVAV-ma-3-15-20260412T074852-ma-3-15'],False
AVAV::moving_average_crossover::ma-8-21::68876fc46f1bc740ab36d47876747c7ba2407011,AVAV,moving_average_crossover,ma-8-21,68876fc46f1bc740ab36d47876747c7ba2407011,2,AVAV-ma-8-21-20260412T075435-ma-8-21,['AVAV-ma-8-21-20260412T074852-ma-8-21'],False
AVAV::moving_average_crossover::ma-baseline::33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,AVAV,moving_average_crossover,ma-baseline,33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,2,AVAV-ma-baseline-20260412T075434-ma-baseline,['AVAV-ma-baseline-20260412T074852-ma-baseline'],False
AVAV::rsi_threshold::rsi-14-35-65::85f9b6d3e41d73d152f44383b094863ca64d0c83,AVAV,rsi_threshold,rsi-14-35-65,85f9b6d3e41d73d152f44383b094863ca64d0c83,2,AVAV-rsi-14-35-65-20260412T075437-rsi-14-35-65,['AVAV-rsi-14-35-65-20260412T074854-rsi-14-35-65'],False
AVAV::rsi_threshold::rsi-21-30-70::4dbe4870cef1a5db9953fc5af2742bde5104a63c,AVAV,rsi_threshold,rsi-21-30-70,4dbe4870cef1a5db9953fc5af2742bde5104a63c,2,AVAV-rsi-21-30-70-20260412T075437-rsi-21-30-70,['AVAV-rsi-21-30-70-20260412T074854-rsi-21-30-70'],False
AVAV::rsi_threshold::rsi-6-25-75::314f044a3bf4b4a0fc0db67d15c755c2afdbef55,AVAV,rsi_threshold,rsi-6-25-75,314f044a3bf4b4a0fc0db67d15c755c2afdbef55,2,AVAV-rsi-6-25-75-20260412T075436-rsi-6-25-75,['AVAV-rsi-6-25-75-20260412T074853-rsi-6-25-75'],False
AVAV::rsi_threshold::rsi-baseline::f7c06f158ab2eb36975772ca7503b4e1d278befd,AVAV,rsi_threshold,rsi-baseline,f7c06f158ab2eb36975772ca7503b4e1d278befd,2,AVAV-rsi-baseline-20260412T075436-rsi-baseline,['AVAV-rsi-baseline-20260412T074853-rsi-baseline'],False
BMNR::macd_crossover::macd-10-30-9::ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,BMNR,macd_crossover,macd-10-30-9,ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,2,BMNR-macd-10-30-9-20260412T075438-macd-10-30-9,['BMNR-macd-10-30-9-20260412T074855-macd-10-30-9'],False
BMNR::macd_crossover::macd-5-35-5::5cf7374800361e5fe1dd036e0afe65c9da0c4690,BMNR,macd_crossover,macd-5-35-5,5cf7374800361e5fe1dd036e0afe65c9da0c4690,2,BMNR-macd-5-35-5-20260412T075438-macd-5-35-5,['BMNR-macd-5-35-5-20260412T074855-macd-5-35-5'],False
BMNR::macd_crossover::macd-8-21-5::533530cf71e232d34ce704c3153f276e2cb4f8ec,BMNR,macd_crossover,macd-8-21-5,533530cf71e232d34ce704c3153f276e2cb4f8ec,2,BMNR-macd-8-21-5-20260412T075438-macd-8-21-5,['BMNR-macd-8-21-5-20260412T074855-macd-8-21-5'],False
BMNR::macd_crossover::macd-baseline::cc7f7d1c3dad2ebaf928756250404dc3b06d7200,BMNR,macd_crossover,macd-baseline,cc7f7d1c3dad2ebaf928756250404dc3b06d7200,2,BMNR-macd-baseline-20260412T075438-macd-baseline,['BMNR-macd-baseline-20260412T074855-macd-baseline'],False
BMNR::moving_average_crossover::ma-10-30::35be04e412c34f2580005e7e234e9d7b041634a8,BMNR,moving_average_crossover,ma-10-30,35be04e412c34f2580005e7e234e9d7b041634a8,2,BMNR-ma-10-30-20260412T075437-ma-10-30,['BMNR-ma-10-30-20260412T074855-ma-10-30'],False
BMNR::moving_average_crossover::ma-3-15::69374c13bf7522591efb43b570e65bdd31da3add,BMNR,moving_average_crossover,ma-3-15,69374c13bf7522591efb43b570e65bdd31da3add,2,BMNR-ma-3-15-20260412T075437-ma-3-15,['BMNR-ma-3-15-20260412T074854-ma-3-15'],False
BMNR::moving_average_crossover::ma-8-21::68876fc46f1bc740ab36d47876747c7ba2407011,BMNR,moving_average_crossover,ma-8-21,68876fc46f1bc740ab36d47876747c7ba2407011,2,BMNR-ma-8-21-20260412T075437-ma-8-21,['BMNR-ma-8-21-20260412T074854-ma-8-21'],False
BMNR::moving_average_crossover::ma-baseline::33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,BMNR,moving_average_crossover,ma-baseline,33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,2,BMNR-ma-baseline-20260412T075437-ma-baseline,['BMNR-ma-baseline-20260412T074854-ma-baseline'],False
BMNR::rsi_threshold::rsi-14-35-65::85f9b6d3e41d73d152f44383b094863ca64d0c83,BMNR,rsi_threshold,rsi-14-35-65,85f9b6d3e41d73d152f44383b094863ca64d0c83,2,BMNR-rsi-14-35-65-20260412T075438-rsi-14-35-65,['BMNR-rsi-14-35-65-20260412T074855-rsi-14-35-65'],False
BMNR::rsi_threshold::rsi-21-30-70::4dbe4870cef1a5db9953fc5af2742bde5104a63c,BMNR,rsi_threshold,rsi-21-30-70,4dbe4870cef1a5db9953fc5af2742bde5104a63c,2,BMNR-rsi-21-30-70-20260412T075438-rsi-21-30-70,['BMNR-rsi-21-30-70-20260412T074855-rsi-21-30-70'],False
BMNR::rsi_threshold::rsi-6-25-75::314f044a3bf4b4a0fc0db67d15c755c2afdbef55,BMNR,rsi_threshold,rsi-6-25-75,314f044a3bf4b4a0fc0db67d15c755c2afdbef55,2,BMNR-rsi-6-25-75-20260412T075438-rsi-6-25-75,['BMNR-rsi-6-25-75-20260412T074855-rsi-6-25-75'],False
BMNR::rsi_threshold::rsi-baseline::f7c06f158ab2eb36975772ca7503b4e1d278befd,BMNR,rsi_threshold,rsi-baseline,f7c06f158ab2eb36975772ca7503b4e1d278befd,2,BMNR-rsi-baseline-20260412T075437-rsi-baseline,['BMNR-rsi-baseline-20260412T074855-rsi-baseline'],False
COIN::macd_crossover::macd-10-30-9::ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,COIN,macd_crossover,macd-10-30-9,ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,2,COIN-macd-10-30-9-20260412T075439-macd-10-30-9,['COIN-macd-10-30-9-20260412T074856-macd-10-30-9'],False
COIN::macd_crossover::macd-5-35-5::5cf7374800361e5fe1dd036e0afe65c9da0c4690,COIN,macd_crossover,macd-5-35-5,5cf7374800361e5fe1dd036e0afe65c9da0c4690,2,COIN-macd-5-35-5-20260412T075439-macd-5-35-5,['COIN-macd-5-35-5-20260412T074856-macd-5-35-5'],False
COIN::macd_crossover::macd-8-21-5::533530cf71e232d34ce704c3153f276e2cb4f8ec,COIN,macd_crossover,macd-8-21-5,533530cf71e232d34ce704c3153f276e2cb4f8ec,2,COIN-macd-8-21-5-20260412T075439-macd-8-21-5,['COIN-macd-8-21-5-20260412T074856-macd-8-21-5'],False
COIN::macd_crossover::macd-baseline::cc7f7d1c3dad2ebaf928756250404dc3b06d7200,COIN,macd_crossover,macd-baseline,cc7f7d1c3dad2ebaf928756250404dc3b06d7200,2,COIN-macd-baseline-20260412T075439-macd-baseline,['COIN-macd-baseline-20260412T074856-macd-baseline'],False
COIN::moving_average_crossover::ma-10-30::35be04e412c34f2580005e7e234e9d7b041634a8,COIN,moving_average_crossover,ma-10-30,35be04e412c34f2580005e7e234e9d7b041634a8,2,COIN-ma-10-30-20260412T075438-ma-10-30,['COIN-ma-10-30-20260412T074855-ma-10-30'],False
COIN::moving_average_crossover::ma-3-15::69374c13bf7522591efb43b570e65bdd31da3add,COIN,moving_average_crossover,ma-3-15,69374c13bf7522591efb43b570e65bdd31da3add,2,COIN-ma-3-15-20260412T075438-ma-3-15,['COIN-ma-3-15-20260412T074855-ma-3-15'],False
COIN::moving_average_crossover::ma-8-21::68876fc46f1bc740ab36d47876747c7ba2407011,COIN,moving_average_crossover,ma-8-21,68876fc46f1bc740ab36d47876747c7ba2407011,2,COIN-ma-8-21-20260412T075438-ma-8-21,['COIN-ma-8-21-20260412T074855-ma-8-21'],False
COIN::moving_average_crossover::ma-baseline::33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,COIN,moving_average_crossover,ma-baseline,33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,2,COIN-ma-baseline-20260412T075437-ma-baseline,['COIN-ma-baseline-20260412T074855-ma-baseline'],False
COIN::rsi_threshold::rsi-14-35-65::85f9b6d3e41d73d152f44383b094863ca64d0c83,COIN,rsi_threshold,rsi-14-35-65,85f9b6d3e41d73d152f44383b094863ca64d0c83,2,COIN-rsi-14-35-65-20260412T075439-rsi-14-35-65,['COIN-rsi-14-35-65-20260412T074856-rsi-14-35-65'],False
COIN::rsi_threshold::rsi-21-30-70::4dbe4870cef1a5db9953fc5af2742bde5104a63c,COIN,rsi_threshold,rsi-21-30-70,4dbe4870cef1a5db9953fc5af2742bde5104a63c,2,COIN-rsi-21-30-70-20260412T075439-rsi-21-30-70,['COIN-rsi-21-30-70-20260412T074856-rsi-21-30-70'],False
COIN::rsi_threshold::rsi-6-25-75::314f044a3bf4b4a0fc0db67d15c755c2afdbef55,COIN,rsi_threshold,rsi-6-25-75,314f044a3bf4b4a0fc0db67d15c755c2afdbef55,2,COIN-rsi-6-25-75-20260412T075438-rsi-6-25-75,['COIN-rsi-6-25-75-20260412T074856-rsi-6-25-75'],False
COIN::rsi_threshold::rsi-baseline::f7c06f158ab2eb36975772ca7503b4e1d278befd,COIN,rsi_threshold,rsi-baseline,f7c06f158ab2eb36975772ca7503b4e1d278befd,2,COIN-rsi-baseline-20260412T075438-rsi-baseline,['COIN-rsi-baseline-20260412T074855-rsi-baseline'],False
CRCL::macd_crossover::macd-10-30-9::ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,CRCL,macd_crossover,macd-10-30-9,ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,2,CRCL-macd-10-30-9-20260412T075439-macd-10-30-9,['CRCL-macd-10-30-9-20260412T074856-macd-10-30-9'],False
CRCL::macd_crossover::macd-5-35-5::5cf7374800361e5fe1dd036e0afe65c9da0c4690,CRCL,macd_crossover,macd-5-35-5,5cf7374800361e5fe1dd036e0afe65c9da0c4690,2,CRCL-macd-5-35-5-20260412T075439-macd-5-35-5,['CRCL-macd-5-35-5-20260412T074856-macd-5-35-5'],False
CRCL::macd_crossover::macd-8-21-5::533530cf71e232d34ce704c3153f276e2cb4f8ec,CRCL,macd_crossover,macd-8-21-5,533530cf71e232d34ce704c3153f276e2cb4f8ec,2,CRCL-macd-8-21-5-20260412T075439-macd-8-21-5,['CRCL-macd-8-21-5-20260412T074856-macd-8-21-5'],False
CRCL::macd_crossover::macd-baseline::cc7f7d1c3dad2ebaf928756250404dc3b06d7200,CRCL,macd_crossover,macd-baseline,cc7f7d1c3dad2ebaf928756250404dc3b06d7200,2,CRCL-macd-baseline-20260412T075439-macd-baseline,['CRCL-macd-baseline-20260412T074856-macd-baseline'],False
CRCL::moving_average_crossover::ma-10-30::35be04e412c34f2580005e7e234e9d7b041634a8,CRCL,moving_average_crossover,ma-10-30,35be04e412c34f2580005e7e234e9d7b041634a8,2,CRCL-ma-10-30-20260412T075439-ma-10-30,['CRCL-ma-10-30-20260412T074856-ma-10-30'],False
CRCL::moving_average_crossover::ma-3-15::69374c13bf7522591efb43b570e65bdd31da3add,CRCL,moving_average_crossover,ma-3-15,69374c13bf7522591efb43b570e65bdd31da3add,2,CRCL-ma-3-15-20260412T075438-ma-3-15,['CRCL-ma-3-15-20260412T074856-ma-3-15'],False
CRCL::moving_average_crossover::ma-8-21::68876fc46f1bc740ab36d47876747c7ba2407011,CRCL,moving_average_crossover,ma-8-21,68876fc46f1bc740ab36d47876747c7ba2407011,2,CRCL-ma-8-21-20260412T075439-ma-8-21,['CRCL-ma-8-21-20260412T074856-ma-8-21'],False
CRCL::moving_average_crossover::ma-baseline::33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,CRCL,moving_average_crossover,ma-baseline,33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,2,CRCL-ma-baseline-20260412T075438-ma-baseline,['CRCL-ma-baseline-20260412T074856-ma-baseline'],False
CRCL::rsi_threshold::rsi-14-35-65::85f9b6d3e41d73d152f44383b094863ca64d0c83,CRCL,rsi_threshold,rsi-14-35-65,85f9b6d3e41d73d152f44383b094863ca64d0c83,2,CRCL-rsi-14-35-65-20260412T075439-rsi-14-35-65,['CRCL-rsi-14-35-65-20260412T074856-rsi-14-35-65'],False
CRCL::rsi_threshold::rsi-21-30-70::4dbe4870cef1a5db9953fc5af2742bde5104a63c,CRCL,rsi_threshold,rsi-21-30-70,4dbe4870cef1a5db9953fc5af2742bde5104a63c,2,CRCL-rsi-21-30-70-20260412T075439-rsi-21-30-70,['CRCL-rsi-21-30-70-20260412T074856-rsi-21-30-70'],False
CRCL::rsi_threshold::rsi-6-25-75::314f044a3bf4b4a0fc0db67d15c755c2afdbef55,CRCL,rsi_threshold,rsi-6-25-75,314f044a3bf4b4a0fc0db67d15c755c2afdbef55,2,CRCL-rsi-6-25-75-20260412T075439-rsi-6-25-75,['CRCL-rsi-6-25-75-20260412T074856-rsi-6-25-75'],False
CRCL::rsi_threshold::rsi-baseline::f7c06f158ab2eb36975772ca7503b4e1d278befd,CRCL,rsi_threshold,rsi-baseline,f7c06f158ab2eb36975772ca7503b4e1d278befd,2,CRCL-rsi-baseline-20260412T075439-rsi-baseline,['CRCL-rsi-baseline-20260412T074856-rsi-baseline'],False
CRWV::macd_crossover::macd-10-30-9::ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,CRWV,macd_crossover,macd-10-30-9,ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,2,CRWV-macd-10-30-9-20260412T075439-macd-10-30-9,['CRWV-macd-10-30-9-20260412T074856-macd-10-30-9'],False
CRWV::macd_crossover::macd-5-35-5::5cf7374800361e5fe1dd036e0afe65c9da0c4690,CRWV,macd_crossover,macd-5-35-5,5cf7374800361e5fe1dd036e0afe65c9da0c4690,2,CRWV-macd-5-35-5-20260412T075439-macd-5-35-5,['CRWV-macd-5-35-5-20260412T074856-macd-5-35-5'],False
CRWV::macd_crossover::macd-8-21-5::533530cf71e232d34ce704c3153f276e2cb4f8ec,CRWV,macd_crossover,macd-8-21-5,533530cf71e232d34ce704c3153f276e2cb4f8ec,2,CRWV-macd-8-21-5-20260412T075439-macd-8-21-5,['CRWV-macd-8-21-5-20260412T074856-macd-8-21-5'],False
