dedupe_key,symbol,strategy_family,strategy_label,parameter_hash,run_count_before_dedupe,kept_run_id,dropped_run_ids,has_conflict_duplicates
TEM::moving_average_crossover::ma-baseline::33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,TEM,moving_average_crossover,ma-baseline,33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,2,TEM-ma-baseline-20260412T075446-ma-baseline,['TEM-ma-baseline-20260412T074903-ma-baseline'],False
TEM::rsi_threshold::rsi-14-35-65::85f9b6d3e41d73d152f44383b094863ca64d0c83,TEM,rsi_threshold,rsi-14-35-65,85f9b6d3e41d73d152f44383b094863ca64d0c83,2,TEM-rsi-14-35-65-20260412T075447-rsi-14-35-65,['TEM-rsi-14-35-65-20260412T074904-rsi-14-35-65'],False
TEM::rsi_threshold::rsi-21-30-70::4dbe4870cef1a5db9953fc5af2742bde5104a63c,TEM,rsi_threshold,rsi-21-30-70,4dbe4870cef1a5db9953fc5af2742bde5104a63c,2,TEM-rsi-21-30-70-20260412T075447-rsi-21-30-70,['TEM-rsi-21-30-70-20260412T074904-rsi-21-30-70'],False
TEM::rsi_threshold::rsi-6-25-75::314f044a3bf4b4a0fc0db67d15c755c2afdbef55,TEM,rsi_threshold,rsi-6-25-75,314f044a3bf4b4a0fc0db67d15c755c2afdbef55,2,TEM-rsi-6-25-75-20260412T075447-rsi-6-25-75,['TEM-rsi-6-25-75-20260412T074904-rsi-6-25-75'],False
TEM::rsi_threshold::rsi-baseline::f7c06f158ab2eb36975772ca7503b4e1d278befd,TEM,rsi_threshold,rsi-baseline,f7c06f158ab2eb36975772ca7503b4e1d278befd,2,TEM-rsi-baseline-20260412T075447-rsi-baseline,['TEM-rsi-baseline-20260412T074904-rsi-baseline'],False
TSLA::macd_crossover::macd-10-30-9::ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,TSLA,macd_crossover,macd-10-30-9,ecb8de5567887d0d5655ffc7418ad0e8a9b715ae,2,TSLA-macd-10-30-9-20260412T075448-macd-10-30-9,['TSLA-macd-10-30-9-20260412T074905-macd-10-30-9'],False
TSLA::macd_crossover::macd-5-35-5::5cf7374800361e5fe1dd036e0afe65c9da0c4690,TSLA,macd_crossover,macd-5-35-5,5cf7374800361e5fe1dd036e0afe65c9da0c4690,2,TSLA-macd-5-35-5-20260412T075448-macd-5-35-5,['TSLA-macd-5-35-5-20260412T074905-macd-5-35-5'],False
TSLA::macd_crossover::macd-8-21-5::533530cf71e232d34ce704c3153f276e2cb4f8ec,TSLA,macd_crossover,macd-8-21-5,533530cf71e232d34ce704c3153f276e2cb4f8ec,2,TSLA-macd-8-21-5-20260412T075448-macd-8-21-5,['TSLA-macd-8-21-5-20260412T074905-macd-8-21-5'],False
TSLA::macd_crossover::macd-baseline::cc7f7d1c3dad2ebaf928756250404dc3b06d7200,TSLA,macd_crossover,macd-baseline,cc7f7d1c3dad2ebaf928756250404dc3b06d7200,2,TSLA-macd-baseline-20260412T075448-macd-baseline,['TSLA-macd-baseline-20260412T074905-macd-baseline'],False
TSLA::moving_average_crossover::ma-10-30::35be04e412c34f2580005e7e234e9d7b041634a8,TSLA,moving_average_crossover,ma-10-30,35be04e412c34f2580005e7e234e9d7b041634a8,2,TSLA-ma-10-30-20260412T075447-ma-10-30,['TSLA-ma-10-30-20260412T074904-ma-10-30'],False
TSLA::moving_average_crossover::ma-3-15::69374c13bf7522591efb43b570e65bdd31da3add,TSLA,moving_average_crossover,ma-3-15,69374c13bf7522591efb43b570e65bdd31da3add,2,TSLA-ma-3-15-20260412T075447-ma-3-15,['TSLA-ma-3-15-20260412T074904-ma-3-15'],False
TSLA::moving_average_crossover::ma-8-21::68876fc46f1bc740ab36d47876747c7ba2407011,TSLA,moving_average_crossover,ma-8-21,68876fc46f1bc740ab36d47876747c7ba2407011,2,TSLA-ma-8-21-20260412T075447-ma-8-21,['TSLA-ma-8-21-20260412T074904-ma-8-21'],False
TSLA::moving_average_crossover::ma-baseline::33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,TSLA,moving_average_crossover,ma-baseline,33bc22daf5108f93b692b8c7f7d6c24e9b9ee9e6,2,TSLA-ma-baseline-20260412T075447-ma-baseline,['TSLA-ma-baseline-20260412T074904-ma-baseline'],False
TSLA::rsi_threshold::rsi-14-35-65::85f9b6d3e41d73d152f44383b094863ca64d0c83,TSLA,rsi_threshold,rsi-14-35-65,85f9b6d3e41d73d152f44383b094863ca64d0c83,2,TSLA-rsi-14-35-65-20260412T075448-rsi-14-35-65,['TSLA-rsi-14-35-65-20260412T074905-rsi-14-35-65'],False
TSLA::rsi_threshold::rsi-21-30-70::4dbe4870cef1a5db9953fc5af2742bde5104a63c,TSLA,rsi_threshold,rsi-21-30-70,4dbe4870cef1a5db9953fc5af2742bde5104a63c,2,TSLA-rsi-21-30-70-20260412T075448-rsi-21-30-70,['TSLA-rsi-21-30-70-20260412T074905-rsi-21-30-70'],False
TSLA::rsi_threshold::rsi-6-25-75::314f044a3bf4b4a0fc0db67d15c755c2afdbef55,TSLA,rsi_threshold,rsi-6-25-75,314f044a3bf4b4a0fc0db67d15c755c2afdbef55,2,TSLA-rsi-6-25-75-20260412T075447-rsi-6-25-75,['TSLA-rsi-6-25-75-20260412T074904-rsi-6-25-75'],False
TSLA::rsi_threshold::rsi-baseline::f7c06f158ab2eb36975772ca7503b4e1d278befd,TSLA,rsi_threshold,rsi-baseline,f7c06f158ab2eb36975772ca7503b4e1d278befd,2,TSLA-rsi-baseline-20260412T075447-rsi-baseline,['TSLA-rsi-baseline-20260412T074904-rsi-baseline'],False
