date,close,action,position,cash
2016-06-07,39.130001068115234,hold,0,989.9700012207031
2016-06-08,39.279998779296875,buy,1,950.6900024414062
2016-06-09,39.04999923706055,sell,0,989.7400016784668
2016-06-10,38.7400016784668,hold,0,989.7400016784668
2016-06-13,38.619998931884766,hold,0,989.7400016784668
2016-06-14,38.83000183105469,hold,0,989.7400016784668
2016-06-15,38.439998626708984,hold,0,989.7400016784668
2016-06-16,38.63999938964844,hold,0,989.7400016784668
2016-06-17,39.68000030517578,buy,1,950.060001373291
2016-06-20,39.72999954223633,buy,2,910.3300018310547
2016-06-21,39.9900016784668,buy,3,870.3400001525879
2016-06-22,40.0099983215332,buy,4,830.3300018310547
2016-06-23,40.83000183105469,buy,5,789.5
2016-06-24,39.22999954223633,sell,0,985.6499977111816
2016-06-27,38.47999954223633,hold,0,985.6499977111816
2016-06-28,39.130001068115234,hold,0,985.6499977111816
2016-06-29,40.54999923706055,buy,1,945.0999984741211
2016-06-30,40.93000030517578,buy,2,904.1699981689453
2016-07-01,40.86000061035156,buy,3,863.3099975585938
2016-07-05,40.400001525878906,buy,4,822.9099960327148
2016-07-06,40.529998779296875,sell,0,985.0299911499023
2016-07-07,40.529998779296875,hold,0,985.0299911499023
2016-07-08,40.869998931884766,buy,1,944.1599922180176
2016-07-11,40.779998779296875,buy,2,903.3799934387207
2016-07-12,41.41999816894531,buy,3,861.9599952697754
2016-07-13,41.459999084472656,buy,4,820.4999961853027
2016-07-14,41.66999816894531,buy,5,778.8299980163574
2016-07-15,41.77000045776367,buy,6,737.0599975585938
2016-07-18,41.63999938964844,buy,7,695.4199981689453
2016-07-19,41.08000183105469,sell,0,982.9800109863281
2016-07-20,41.25,hold,0,982.9800109863281
2016-07-21,41.06999969482422,hold,0,982.9800109863281
2016-07-22,41.08000183105469,hold,0,982.9800109863281
2016-07-25,41.15999984741211,buy,1,941.820011138916
2016-07-26,40.939998626708984,sell,0,982.760009765625
2016-07-27,40.93000030517578,hold,0,982.760009765625
2016-07-28,41.189998626708984,buy,1,941.570011138916
2016-07-29,41.040000915527344,sell,0,982.6100120544434
2016-08-01,41.150001525878906,buy,1,941.4600105285645
2016-08-02,40.709999084472656,sell,0,982.1700096130371
2016-08-03,40.709999084472656,hold,0,982.1700096130371
2016-08-04,40.900001525878906,hold,0,982.1700096130371
2016-08-05,41.130001068115234,buy,1,941.0400085449219
2016-08-08,41.15999984741211,buy,2,899.8800086975098
2016-08-09,41.099998474121094,buy,3,858.7800102233887
2016-08-10,41.09000015258789,buy,4,817.6900100708008
2016-08-11,41.279998779296875,buy,5,776.4100112915039
2016-08-12,41.09000015258789,sell,0,981.8600120544434
2016-08-15,41.38999938964844,buy,1,940.4700126647949
2016-08-16,41.31999969482422,buy,2,899.1500129699707
2016-08-17,41.209999084472656,sell,0,981.570011138916
2016-08-18,41.13999938964844,hold,0,981.570011138916
2016-08-19,41.31999969482422,buy,1,940.2500114440918
2016-08-22,41.220001220703125,sell,0,981.4700126647949
2016-08-23,41.5,buy,1,939.9700126647949
2016-08-24,41.06999969482422,sell,0,981.0400123596191
2016-08-25,41.099998474121094,hold,0,981.0400123596191
2016-08-26,41.2599983215332,buy,1,939.7800140380859
2016-08-29,41.310001373291016,buy,2,898.4700126647949
2016-08-30,41.310001373291016,buy,3,857.1600112915039
2016-08-31,41.220001220703125,sell,0,980.8200149536133
2016-09-01,41.15999984741211,hold,0,980.8200149536133
2016-09-02,41.25,hold,0,980.8200149536133
2016-09-06,41.25,buy,1,939.5700149536133
2016-09-07,41.25,buy,2,898.3200149536133
2016-09-08,40.720001220703125,sell,0,979.7600173950195
2016-09-09,40.029998779296875,hold,0,979.7600173950195
2016-09-12,40.68000030517578,hold,0,979.7600173950195
2016-09-13,40.18000030517578,hold,0,979.7600173950195
2016-09-14,40.25,hold,0,979.7600173950195
2016-09-15,40.86000061035156,buy,1,938.900016784668
2016-09-16,38.91999816894531,sell,0,977.8200149536133
2016-09-19,39.22999954223633,hold,0,977.8200149536133
2016-09-20,39.06999969482422,hold,0,977.8200149536133
2016-09-21,39.5099983215332,hold,0,977.8200149536133
2016-09-22,39.5099983215332,buy,1,938.3100166320801
2016-09-23,39.22999954223633,sell,0,977.5400161743164
2016-09-26,39.029998779296875,hold,0,977.5400161743164
2016-09-27,39.29999923706055,hold,0,977.5400161743164
2016-09-28,39.439998626708984,buy,1,938.1000175476074
2016-09-29,39.119998931884766,sell,0,977.2200164794922
2016-09-30,39.279998779296875,buy,1,937.9400177001953
2016-10-03,38.9900016784668,sell,0,976.9300193786621
2016-10-04,38.869998931884766,hold,0,976.9300193786621
2016-10-05,39.150001525878906,buy,1,937.7800178527832
2016-10-06,38.869998931884766,sell,0,976.650016784668
2016-10-07,38.709999084472656,hold,0,976.650016784668
2016-10-10,38.619998931884766,hold,0,976.650016784668
2016-10-11,38.0099983215332,hold,0,976.650016784668
2016-10-12,38.04999923706055,hold,0,976.650016784668
2016-10-13,38.029998779296875,hold,0,976.650016784668
2016-10-14,38.40999984741211,buy,1,938.2400169372559
2016-10-17,38.290000915527344,buy,2,899.9500160217285
2016-10-18,38.41999816894531,buy,3,861.5300178527832
2016-10-19,38.349998474121094,buy,4,823.1800193786621
2016-10-20,38.09000015258789,sell,0,975.5400199890137
2016-10-21,37.93000030517578,hold,0,975.5400199890137
2016-10-24,38.27000045776367,buy,1,937.27001953125
2016-10-25,38.36000061035156,buy,2,898.9100189208984
2016-10-26,38.310001373291016,buy,3,860.6000175476074
2016-10-27,38.220001220703125,buy,4,822.3800163269043
2016-10-28,38.16999816894531,sell,0,975.0600090026855
2016-10-31,38.41999816894531,buy,1,936.6400108337402
2016-11-01,38.459999084472656,buy,2,898.1800117492676
2016-11-02,38.029998779296875,sell,0,974.2400093078613
2016-11-03,38.310001373291016,buy,1,935.9300079345703
2016-11-04,38.279998779296875,sell,0,974.2100067138672
2016-11-07,39.09000015258789,buy,1,935.1200065612793
2016-11-08,39.130001068115234,buy,2,895.9900054931641
2016-11-09,39.54999923706055,buy,3,856.4400062561035
2016-11-10,39.58000183105469,buy,4,816.8600044250488
2016-11-11,39.45000076293945,buy,5,777.4100036621094
2016-11-14,39.29999923706055,sell,0,973.9099998474121
2016-11-15,39.16999816894531,hold,0,973.9099998474121
2016-11-16,39.70000076293945,buy,1,934.2099990844727
2016-11-17,40.25,buy,2,893.9599990844727
2016-11-18,39.86000061035156,buy,3,854.0999984741211
2016-11-21,39.88999938964844,buy,4,814.2099990844727
2016-11-22,40.09000015258789,buy,5,774.1199989318848
2016-11-23,40.099998474121094,buy,6,734.0200004577637
2016-11-25,40.27000045776367,buy,7,693.75
2016-11-28,40.29999923706055,buy,8,653.4500007629395
2016-11-29,40.54999923706055,buy,9,612.9000015258789
2016-11-30,40.189998626708984,sell,0,974.6099891662598
2016-12-01,38.70000076293945,hold,0,974.6099891662598
2016-12-02,38.5,hold,0,974.6099891662598
2016-12-05,38.970001220703125,hold,0,974.6099891662598
2016-12-06,39.470001220703125,buy,1,935.1399879455566
2016-12-07,40.31999969482422,buy,2,894.8199882507324
2016-12-08,40.349998474121094,buy,3,854.4699897766113
2016-12-09,40.52000045776367,buy,4,813.9499893188477
2016-12-12,40.5099983215332,buy,5,773.4399909973145
2016-12-13,40.7599983215332,buy,6,732.6799926757812
2016-12-14,40.880001068115234,buy,7,691.799991607666
2016-12-15,40.86000061035156,buy,8,650.9399909973145
2016-12-16,39.099998474121094,sell,0,963.7399787902832
2016-12-19,38.900001525878906,hold,0,963.7399787902832
2016-12-20,39.0,hold,0,963.7399787902832
2016-12-21,38.83000183105469,hold,0,963.7399787902832
2016-12-22,38.959999084472656,buy,1,924.7799797058105
2016-12-23,38.779998779296875,sell,0,963.5599784851074
2016-12-27,38.81999969482422,hold,0,963.5599784851074
2016-12-28,38.68000030517578,hold,0,963.5599784851074
2016-12-29,38.689998626708984,hold,0,963.5599784851074
2016-12-30,38.45000076293945,hold,0,963.5599784851074
2017-01-03,38.54999923706055,hold,0,963.5599784851074
2017-01-04,38.7400016784668,buy,1,924.8199768066406
2017-01-05,38.63999938964844,buy,2,886.1799774169922
2017-01-06,38.45000076293945,sell,0,963.0799789428711
2017-01-09,39.029998779296875,buy,1,924.0499801635742
2017-01-10,38.65999984741211,sell,0,962.7099800109863
2017-01-11,39.11000061035156,buy,1,923.5999794006348
2017-01-12,39.20000076293945,buy,2,884.3999786376953
2017-01-13,39.2599983215332,buy,3,845.1399803161621
2017-01-17,39.099998474121094,buy,4,806.039981842041
2017-01-18,39.189998626708984,buy,5,766.849983215332
2017-01-19,39.209999084472656,buy,6,727.6399841308594
2017-01-20,39.869998931884766,buy,7,687.7699851989746
2017-01-23,39.68000030517578,buy,8,648.0899848937988
2017-01-24,40.099998474121094,buy,9,607.9899864196777
2017-01-25,40.150001525878906,buy,10,567.8399848937988
2017-01-26,40.130001068115234,buy,11,527.7099838256836
2017-01-27,40.22999954223633,buy,12,487.47998428344727
2017-01-30,40.22999954223633,buy,13,447.24998474121094
2017-01-31,40.11000061035156,sell,0,968.6799926757812
2017-02-01,39.84000015258789,hold,0,968.6799926757812
2017-02-02,39.97999954223633,hold,0,968.6799926757812
2017-02-03,40.43000030517578,buy,1,928.2499923706055
2017-02-06,40.099998474121094,buy,2,888.1499938964844
2017-02-07,40.06999969482422,sell,0,968.2899932861328
2017-02-08,40.02000045776367,hold,0,968.2899932861328
2017-02-09,40.22999954223633,buy,1,928.0599937438965
2017-02-10,40.790000915527344,buy,2,887.2699928283691
2017-02-13,41.09000015258789,buy,3,846.1799926757812
2017-02-14,41.099998474121094,buy,4,805.0799942016602
2017-02-15,41.40999984741211,buy,5,763.669994354248
2017-02-16,41.59000015258789,buy,6,722.0799942016602
2017-02-17,42.060001373291016,buy,7,680.0199928283691
2017-02-21,42.27000045776367,buy,8,637.7499923706055
2017-02-22,42.5099983215332,buy,9,595.2399940490723
2017-02-23,42.959999084472656,buy,10,552.2799949645996
2017-02-24,43.16999816894531,buy,11,509.1099967956543
2017-02-27,42.70000076293945,sell,0,978.8100051879883
2017-02-28,42.59000015258789,hold,0,978.8100051879883
2017-03-01,42.91999816894531,buy,1,935.890007019043
2017-03-02,42.88999938964844,buy,2,893.0000076293945
2017-03-03,42.689998626708984,sell,0,978.3800048828125
2017-03-06,42.56999969482422,hold,0,978.3800048828125
2017-03-07,42.599998474121094,hold,0,978.3800048828125
2017-03-08,42.61000061035156,hold,0,978.3800048828125
2017-03-09,42.439998626708984,hold,0,978.3800048828125
2017-03-10,42.68000030517578,buy,1,935.7000045776367
2017-03-13,42.58000183105469,sell,0,978.2800064086914
2017-03-14,42.790000915527344,buy,1,935.4900054931641
2017-03-15,43.04999923706055,buy,2,892.4400062561035
2017-03-16,45.72999954223633,buy,3,846.7100067138672
2017-03-17,45.65999984741211,buy,4,801.0500068664551
2017-03-20,45.22999954223633,buy,5,755.8200073242188
2017-03-21,44.84000015258789,sell,0,980.0200080871582
2017-03-22,44.790000915527344,hold,0,980.0200080871582
2017-03-23,44.95000076293945,hold,0,980.0200080871582
2017-03-24,44.650001525878906,hold,0,980.0200080871582
2017-03-27,44.84000015258789,buy,1,935.1800079345703
2017-03-28,44.689998626708984,sell,0,979.8700065612793
2017-03-29,44.52000045776367,hold,0,979.8700065612793
2017-03-30,44.68000030517578,buy,1,935.1900062561035
2017-03-31,44.61000061035156,sell,0,979.8000068664551
2017-04-03,44.61000061035156,hold,0,979.8000068664551
2017-04-04,44.59000015258789,hold,0,979.8000068664551
2017-04-05,44.4900016784668,hold,0,979.8000068664551
2017-04-06,44.18000030517578,hold,0,979.8000068664551
2017-04-07,44.290000915527344,hold,0,979.8000068664551
2017-04-10,44.0,hold,0,979.8000068664551
2017-04-11,44.16999816894531,hold,0,979.8000068664551
2017-04-12,44.18000030517578,buy,1,935.6200065612793
2017-04-13,44.0,sell,0,979.6200065612793
2017-04-17,44.290000915527344,buy,1,935.330005645752
2017-04-18,44.52000045776367,buy,2,890.8100051879883
2017-04-19,44.189998626708984,sell,0,979.1900024414062
2017-04-20,44.529998779296875,buy,1,934.6600036621094
2017-04-21,44.43000030517578,buy,2,890.2300033569336
2017-04-24,44.84000015258789,buy,3,845.3900032043457
2017-04-25,44.720001220703125,buy,4,800.6700019836426
2017-04-26,44.689998626708984,buy,5,755.9800033569336
2017-04-27,44.77000045776367,buy,6,711.2100028991699
2017-04-28,44.959999084472656,buy,7,666.2500038146973
2017-05-01,45.04999923706055,buy,8,621.2000045776367
2017-05-02,45.130001068115234,buy,9,576.0700035095215
2017-05-03,44.88999938964844,sell,0,980.0799980163574
2017-05-04,45.470001220703125,buy,1,934.6099967956543
2017-05-05,45.58000183105469,buy,2,889.0299949645996
2017-05-08,45.560001373291016,buy,3,843.4699935913086
2017-05-09,45.47999954223633,buy,4,797.9899940490723
2017-05-10,45.529998779296875,buy,5,752.4599952697754
2017-05-11,45.15999984741211,sell,0,978.2599945068359
2017-05-12,45.08000183105469,hold,0,978.2599945068359
2017-05-15,45.31999969482422,buy,1,932.9399948120117
2017-05-16,45.290000915527344,buy,2,887.6499938964844
2017-05-17,44.22999954223633,sell,0,976.109992980957
2017-05-18,44.16999816894531,hold,0,976.109992980957
2017-05-19,44.310001373291016,hold,0,976.109992980957
2017-05-22,44.630001068115234,buy,1,931.4799919128418
2017-05-23,44.560001373291016,buy,2,886.9199905395508
2017-05-24,44.83000183105469,buy,3,842.0899887084961
2017-05-25,45.20000076293945,buy,4,796.8899879455566
2017-05-26,45.2599983215332,buy,5,751.6299896240234
2017-05-30,45.41999816894531,buy,6,706.2099914550781
2017-05-31,45.38999938964844,buy,7,660.8199920654297
2017-06-01,45.790000915527344,buy,8,615.0299911499023
2017-06-02,45.65999984741211,buy,9,569.3699913024902
2017-06-05,45.91999816894531,buy,10,523.4499931335449
2017-06-06,45.61000061035156,sell,0,979.5499992370605
2017-06-07,45.400001525878906,hold,0,979.5499992370605
2017-06-08,45.41999816894531,hold,0,979.5499992370605
2017-06-09,45.029998779296875,hold,0,979.5499992370605
2017-06-12,44.849998474121094,hold,0,979.5499992370605
2017-06-13,44.97999954223633,hold,0,979.5499992370605
2017-06-14,44.810001373291016,hold,0,979.5499992370605
2017-06-15,44.68000030517578,hold,0,979.5499992370605
2017-06-16,45.09000015258789,buy,1,934.4599990844727
2017-06-19,45.72999954223633,buy,2,888.7299995422363
2017-06-20,45.84000015258789,buy,3,842.8899993896484
2017-06-21,46.33000183105469,buy,4,796.5599975585938
2017-06-22,50.29999923706055,buy,5,746.2599983215332
2017-06-23,50.95000076293945,buy,6,695.3099975585938
2017-06-26,50.86000061035156,buy,7,644.4499969482422
2017-06-27,50.75,buy,8,593.6999969482422
2017-06-28,50.869998931884766,buy,9,542.8299980163574
2017-06-29,50.20000076293945,sell,0,994.6300048828125
2017-06-30,50.13999938964844,hold,0,994.6300048828125
2017-07-03,49.36000061035156,hold,0,994.6300048828125
2017-07-05,49.459999084472656,hold,0,994.6300048828125
2017-07-06,48.849998474121094,hold,0,994.6300048828125
2017-07-07,49.349998474121094,hold,0,994.6300048828125
2017-07-10,49.619998931884766,buy,1,945.0100059509277
2017-07-11,49.880001068115234,buy,2,895.1300048828125
2017-07-12,50.45000076293945,buy,3,844.680004119873
2017-07-13,50.349998474121094,buy,4,794.330005645752
2017-07-14,50.560001373291016,buy,5,743.7700042724609
2017-07-17,50.439998626708984,buy,6,693.330005645752
2017-07-18,50.45000076293945,buy,7,642.8800048828125
2017-07-19,51.0,buy,8,591.8800048828125
2017-07-20,51.130001068115234,buy,9,540.7500038146973
2017-07-21,50.79999923706055,buy,10,489.9500045776367
2017-07-24,50.7599983215332,sell,0,997.5499877929688
2017-07-25,51.16999816894531,buy,1,946.3799896240234
2017-07-26,51.16999816894531,buy,2,895.2099914550781
2017-07-27,50.45000076293945,sell,0,996.109992980957
2017-07-28,50.29999923706055,hold,0,996.109992980957
2017-07-31,49.93000030517578,hold,0,996.109992980957
2017-08-01,50.15999984741211,hold,0,996.109992980957
2017-08-02,49.77000045776367,hold,0,996.109992980957
2017-08-03,50.22999954223633,buy,1,945.8799934387207
2017-08-04,49.959999084472656,sell,0,995.8399925231934
2017-08-07,49.63999938964844,hold,0,995.8399925231934
2017-08-08,49.099998474121094,hold,0,995.8399925231934
2017-08-09,49.060001373291016,hold,0,995.8399925231934
2017-08-10,48.099998474121094,hold,0,995.8399925231934
2017-08-11,48.2400016784668,hold,0,995.8399925231934
2017-08-14,48.849998474121094,buy,1,946.9899940490723
2017-08-15,48.83000183105469,buy,2,898.1599922180176
2017-08-16,49.25,buy,3,848.9099922180176
2017-08-17,48.54999923706055,sell,0,994.5599899291992
2017-08-18,48.619998931884766,hold,0,994.5599899291992
2017-08-21,48.900001525878906,buy,1,945.6599884033203
2017-08-22,49.2599983215332,buy,2,896.3999900817871
2017-08-23,49.06999969482422,buy,3,847.3299903869629
2017-08-24,49.189998626708984,buy,4,798.1399917602539
2017-08-25,49.2400016784668,buy,5,748.8999900817871
2017-08-28,49.2400016784668,buy,6,699.6599884033203
2017-08-29,49.45000076293945,buy,7,650.2099876403809
2017-08-30,49.79999923706055,buy,8,600.4099884033203
2017-08-31,50.33000183105469,buy,9,550.0799865722656
2017-09-01,50.619998931884766,buy,10,499.45998764038086
2017-09-05,50.93000030517578,buy,11,448.5299873352051
2017-09-06,51.0099983215332,buy,12,397.5199890136719
2017-09-07,51.72999954223633,buy,13,345.78998947143555
2017-09-08,51.58000183105469,buy,14,294.20998764038086
2017-09-11,52.4900016784668,buy,15,241.71998596191406
2017-09-12,52.77000045776367,buy,16,188.9499855041504
2017-09-13,52.79999923706055,buy,17,136.14998626708984
2017-09-14,52.790000915527344,buy,18,83.3599853515625
2017-09-15,48.7400016784668,sell,0,960.6800155639648
2017-09-18,48.33000183105469,hold,0,960.6800155639648
2017-09-19,48.040000915527344,hold,0,960.6800155639648
2017-09-20,47.970001220703125,hold,0,960.6800155639648
2017-09-21,47.970001220703125,hold,0,960.6800155639648
2017-09-22,48.15999984741211,buy,1,912.5200157165527
2017-09-25,47.970001220703125,sell,0,960.4900169372559
2017-09-26,47.91999816894531,hold,0,960.4900169372559
2017-09-27,48.15999984741211,buy,1,912.3300170898438
2017-09-28,48.08000183105469,buy,2,864.2500152587891
2017-09-29,48.349998474121094,buy,3,815.900016784668
2017-10-02,48.79999923706055,buy,4,767.1000175476074
2017-10-03,48.689998626708984,buy,5,718.4100189208984
2017-10-04,48.900001525878906,buy,6,669.5100173950195
2017-10-05,48.90999984741211,buy,7,620.6000175476074
2017-10-06,48.400001525878906,sell,0,959.4000282287598
2017-10-09,48.36000061035156,hold,0,959.4000282287598
2017-10-10,48.209999084472656,hold,0,959.4000282287598
2017-10-11,48.279998779296875,hold,0,959.4000282287598
2017-10-12,48.22999954223633,hold,0,959.4000282287598
2017-10-13,48.61000061035156,buy,1,910.7900276184082
2017-10-16,48.86000061035156,buy,2,861.9300270080566
2017-10-17,49.189998626708984,buy,3,812.7400283813477
2017-10-18,49.58000183105469,buy,4,763.160026550293
2017-10-19,49.349998474121094,buy,5,713.8100280761719
2017-10-20,49.25,buy,6,664.5600280761719
2017-10-23,49.310001373291016,sell,0,960.420036315918
2017-10-24,49.97999954223633,buy,1,910.4400367736816
2017-10-25,49.70000076293945,buy,2,860.7400360107422
2017-10-26,50.150001525878906,buy,3,810.5900344848633
2017-10-27,50.880001068115234,buy,4,759.710033416748
2017-10-30,50.68000030517578,buy,5,709.0300331115723
2017-10-31,50.900001525878906,buy,6,658.1300315856934
2017-11-01,50.63999938964844,sell,0,961.970027923584
2017-11-02,50.279998779296875,hold,0,961.970027923584
2017-11-03,50.18000030517578,hold,0,961.970027923584
2017-11-06,50.400001525878906,hold,0,961.970027923584
2017-11-07,50.4900016784668,buy,1,911.4800262451172
2017-11-08,50.540000915527344,buy,2,860.9400253295898
2017-11-09,49.2400016784668,sell,0,959.4200286865234
2017-11-10,49.31999969482422,hold,0,959.4200286865234
2017-11-13,49.400001525878906,hold,0,959.4200286865234
2017-11-14,49.20000076293945,hold,0,959.4200286865234
2017-11-15,48.81999969482422,hold,0,959.4200286865234
2017-11-16,49.20000076293945,buy,1,910.220027923584
2017-11-17,48.939998626708984,sell,0,959.160026550293
2017-11-20,49.02000045776367,hold,0,959.160026550293
2017-11-21,48.630001068115234,hold,0,959.160026550293
2017-11-22,48.58000183105469,hold,0,959.160026550293
2017-11-24,49.0099983215332,buy,1,910.1500282287598
2017-11-27,48.880001068115234,buy,2,861.2700271606445
2017-11-28,49.0099983215332,buy,3,812.2600288391113
2017-11-29,48.52000045776367,sell,0,957.8200302124023
2017-11-30,49.060001373291016,buy,1,908.7600288391113
2017-12-01,49.61000061035156,buy,2,859.1500282287598
2017-12-04,48.400001525878906,sell,0,955.9500312805176
2017-12-05,47.9900016784668,hold,0,955.9500312805176
2017-12-06,48.41999816894531,hold,0,955.9500312805176
2017-12-07,48.52000045776367,hold,0,955.9500312805176
2017-12-08,49.599998474121094,buy,1,906.3500328063965
2017-12-11,50.470001220703125,buy,2,855.8800315856934
2017-12-12,50.38999938964844,buy,3,805.4900321960449
2017-12-13,50.04999923706055,buy,4,755.4400329589844
2017-12-14,50.189998626708984,buy,5,705.2500343322754
2017-12-15,48.29999923706055,sell,0,946.7500305175781
2017-12-18,47.709999084472656,hold,0,946.7500305175781
2017-12-19,47.81999969482422,hold,0,946.7500305175781
2017-12-20,47.900001525878906,hold,0,946.7500305175781
2017-12-21,47.279998779296875,hold,0,946.7500305175781
2017-12-22,47.36000061035156,hold,0,946.7500305175781
2017-12-26,47.43000030517578,hold,0,946.7500305175781
2017-12-27,47.380001068115234,hold,0,946.7500305175781
2017-12-28,47.52000045776367,buy,1,899.2300300598145
2017-12-29,47.279998779296875,sell,0,946.5100288391113
2018-01-02,46.630001068115234,hold,0,946.5100288391113
2018-01-03,47.709999084472656,buy,1,898.8000297546387
2018-01-04,48.18000030517578,buy,2,850.6200294494629
2018-01-05,48.470001220703125,buy,3,802.1500282287598
2018-01-08,48.97999954223633,buy,4,753.1700286865234
2018-01-09,49.060001373291016,buy,5,704.1100273132324
2018-01-10,48.79999923706055,buy,6,655.3100280761719
2018-01-11,48.95000076293945,buy,7,606.3600273132324
2018-01-12,49.5099983215332,buy,8,556.8500289916992
2018-01-16,49.59000015258789,buy,9,507.2600288391113
2018-01-17,50.27000045776367,buy,10,456.99002838134766
2018-01-18,50.22999954223633,buy,11,406.7600288391113
2018-01-19,50.58000183105469,buy,12,356.18002700805664
2018-01-22,50.709999084472656,buy,13,305.470027923584
2018-01-23,51.119998931884766,buy,14,254.35002899169922
2018-01-24,51.45000076293945,buy,15,202.90002822875977
2018-01-25,51.599998474121094,buy,16,151.30002975463867
2018-01-26,52.75,buy,17,98.55002975463867
2018-01-29,51.939998626708984,buy,18,46.61003112792969
2018-01-30,50.959999084472656,sell,0,963.8900146484375
2018-01-31,51.59000015258789,hold,0,963.8900146484375
2018-02-01,51.630001068115234,hold,0,963.8900146484375
2018-02-02,50.130001068115234,hold,0,963.8900146484375
2018-02-05,48.09000015258789,hold,0,963.8900146484375
2018-02-06,49.400001525878906,hold,0,963.8900146484375
2018-02-07,48.869998931884766,hold,0,963.8900146484375
2018-02-08,46.84000015258789,hold,0,963.8900146484375
2018-02-09,47.72999954223633,hold,0,963.8900146484375
2018-02-12,48.150001525878906,hold,0,963.8900146484375
2018-02-13,48.4900016784668,buy,1,915.4000129699707
2018-02-14,49.45000076293945,buy,2,865.9500122070312
2018-02-15,50.63999938964844,buy,3,815.3100128173828
2018-02-16,50.709999084472656,buy,4,764.6000137329102
2018-02-20,49.88999938964844,buy,5,714.7100143432617
2018-02-21,49.43000030517578,sell,0,961.8600158691406
2018-02-22,49.59000015258789,hold,0,961.8600158691406
2018-02-23,50.5,buy,1,911.3600158691406
2018-02-26,51.16999816894531,buy,2,860.1900177001953
2018-02-27,50.72999954223633,buy,3,809.460018157959
2018-02-28,50.66999816894531,buy,4,758.7900199890137
2018-03-01,49.709999084472656,sell,0,957.6300163269043
2018-03-02,50.31999969482422,hold,0,957.6300163269043
2018-03-05,51.290000915527344,buy,1,906.340015411377
2018-03-06,51.5,buy,2,854.840015411377
2018-03-07,51.720001220703125,buy,3,803.1200141906738
2018-03-08,52.130001068115234,buy,4,750.9900131225586
2018-03-09,52.970001220703125,buy,5,698.0200119018555
2018-03-12,52.900001525878906,buy,6,645.1200103759766
2018-03-13,52.58000183105469,buy,7,592.5400085449219
2018-03-14,52.31999969482422,sell,0,958.7800064086914
2018-03-15,52.369998931884766,hold,0,958.7800064086914
2018-03-16,52.27000045776367,hold,0,958.7800064086914
2018-03-19,51.95000076293945,hold,0,958.7800064086914
2018-03-20,47.04999923706055,hold,0,958.7800064086914
2018-03-21,47.02000045776367,hold,0,958.7800064086914
2018-03-22,45.88999938964844,hold,0,958.7800064086914
2018-03-23,44.790000915527344,hold,0,958.7800064086914
2018-03-26,46.47999954223633,buy,1,912.3000068664551
2018-03-27,45.380001068115234,sell,0,957.6800079345703
2018-03-28,44.97999954223633,hold,0,957.6800079345703
2018-03-29,45.75,buy,1,911.9300079345703
2018-04-02,45.0099983215332,sell,0,956.9400062561035
2018-04-03,44.88999938964844,hold,0,956.9400062561035
2018-04-04,45.5099983215332,buy,1,911.4300079345703
2018-04-05,45.959999084472656,buy,2,865.4700088500977
